Image,Method,MSE,RMSE,PSNR,SSIM
409_IM-0787-0013_anon.png,Gaussian Blur,0.0019513071,0.044173602,27.09674437605935,0.3917667269435562
409_IM-0787-0013_anon.png,Bilateral Filter,0.0016633999,0.0407848,27.7900337808634,0.35575360528601874
409_IM-0787-0013_anon.png,Median Filter,0.001781001,0.042201906,27.49335843090178,0.3950950454189843
409_IM-0787-0013_anon.png,NLM Filter,0.0013361637,0.036553573,28.74140339461292,0.3674510371546961
409_IM-0787-0013_anon.png,Wiener Filter,0.0011873870194420376,0.03445848254700194,29.25407703107037,0.3857689666728655
118_IM-0230-0053_anon.png,Gaussian Blur,0.0017075001,0.041321907,27.676393038277617,0.5144317689911784
118_IM-0230-0053_anon.png,Bilateral Filter,0.0015955452,0.039944276,27.970908872043996,0.4559009247286328
118_IM-0230-0053_anon.png,Median Filter,0.0015115803,0.038879048,28.205687548470138,0.5162915751825949
118_IM-0230-0053_anon.png,NLM Filter,0.001172731,0.03424516,29.308015493984982,0.4736338029584735
118_IM-0230-0053_anon.png,Wiener Filter,0.0010138430518987279,0.03184090218412047,29.940292708113073,0.5041901032167423
473_IM-0626-0025_anon.png,Gaussian Blur,0.0021283445,0.046133984,26.71958150698132,0.4776026390688501
473_IM-0626-0025_anon.png,Bilateral Filter,0.0018132422,0.04258218,27.41544180604405,0.42296195288192856
473_IM-0626-0025_anon.png,Median Filter,0.0018819434,0.04338137,27.253934108694985,0.4822889806713107
473_IM-0626-0025_anon.png,NLM Filter,0.0012188315,0.034911767,29.14056310074445,0.45267340065029543
473_IM-0626-0025_anon.png,Wiener Filter,0.0011136031894023006,0.03337069357089092,29.53269533895657,0.4677532367295092
630_IM-0254-0013_anon.png,Gaussian Blur,0.0018387933,0.042881154,27.35467080070016,0.49895036898936507
630_IM-0254-0013_anon.png,Bilateral Filter,0.0018211348,0.042674758,27.396578872778086,0.43713234824134456
630_IM-0254-0013_anon.png,Median Filter,0.0015885521,0.039856646,27.989984779660123,0.504372838698521
630_IM-0254-0013_anon.png,NLM Filter,0.0011707102,0.034215644,29.315506106776237,0.4682847180175016
630_IM-0254-0013_anon.png,Wiener Filter,0.0010544883648396393,0.03247288661082718,29.769582078769066,0.49283228957162245
333_IM-0011-0005_anon.png,Gaussian Blur,0.0025438634,0.050436728,25.945062404842695,0.4556059075543115
333_IM-0011-0005_anon.png,Bilateral Filter,0.0020277055,0.04503005,26.92995129618391,0.40882649062311816
333_IM-0011-0005_anon.png,Median Filter,0.002139492,0.046254642,26.696892906495698,0.45751275751700393
333_IM-0011-0005_anon.png,NLM Filter,0.0017227414,0.04150592,27.63779912336942,0.4019034295855418
333_IM-0011-0005_anon.png,Wiener Filter,0.0012862090521992074,0.03586375680543252,28.90688438225238,0.4548499063063516
229_IM-0003-0028_anon.png,Gaussian Blur,0.0015450915,0.03930765,28.11045808187751,0.5556937626519334
229_IM-0003-0028_anon.png,Bilateral Filter,0.0016526076,0.040652275,27.81830352151715,0.47817116808174537
229_IM-0003-0028_anon.png,Median Filter,0.0014584761,0.03819,28.36100660876842,0.5588568511540846
229_IM-0003-0028_anon.png,NLM Filter,0.0010737525,0.032768164,29.69095814615311,0.5234964220404067
229_IM-0003-0028_anon.png,Wiener Filter,0.000956974566106697,0.030935005513280534,30.190996044867905,0.5377342709641323
256_IM-0130-6912_anon.png,Gaussian Blur,0.001467525,0.03830829,28.334144695295546,0.3544164496982828
256_IM-0130-6912_anon.png,Bilateral Filter,0.0016849451,0.041048083,27.73414298218185,0.3051529730981252
256_IM-0130-6912_anon.png,Median Filter,0.0013558036,0.03682124,28.678033138466425,0.36094381178167745
256_IM-0130-6912_anon.png,NLM Filter,0.0012162756,0.034875143,29.149679707243518,0.36360633020840843
256_IM-0130-6912_anon.png,Wiener Filter,0.0011710324701807195,0.03422035169574853,29.31431062720286,0.35817831792102345
218_IM-0036-0001_anon.png,Gaussian Blur,0.0014787057,0.038453944,28.301182316702125,0.6411166771554846
218_IM-0036-0001_anon.png,Bilateral Filter,0.0015979919,0.03997489,27.96425362638303,0.5522387540541887
218_IM-0036-0001_anon.png,Median Filter,0.0013829089,0.037187483,28.59206463380034,0.6439755600769146
218_IM-0036-0001_anon.png,NLM Filter,0.0009611646,0.031002654,30.1720222424259,0.5984314327175461
218_IM-0036-0001_anon.png,Wiener Filter,0.0008623854974183532,0.029366400825064573,30.642985555480386,0.6193117800980329
187_IM-0070-0032_anon.png,Gaussian Blur,0.0020597193,0.04538413,26.861918977148292,0.5009663177955919
187_IM-0070-0032_anon.png,Bilateral Filter,0.0016735294,0.040908795,27.763666811266383,0.45024544812029255
187_IM-0070-0032_anon.png,Median Filter,0.0018445828,0.042948607,27.341018217251527,0.5016470002782953
187_IM-0070-0032_anon.png,NLM Filter,0.0011892127,0.034484964,29.247404534091785,0.46122797455945475
187_IM-0070-0032_anon.png,Wiener Filter,0.0010383203717153988,0.032222978939188705,29.836686250993832,0.4935695423246024
548_IM-0020-0071_anon.png,Gaussian Blur,0.0016067489,0.040084273,27.940520427341188,0.6336561499803259
548_IM-0020-0071_anon.png,Bilateral Filter,0.0015780083,0.039724153,28.018907046938793,0.5862227849323496
548_IM-0020-0071_anon.png,Median Filter,0.0014655121,0.038282007,28.34010623082954,0.6287495848895223
548_IM-0020-0071_anon.png,NLM Filter,0.0010200008,0.03193745,29.913994712320555,0.5615067573768074
548_IM-0020-0071_anon.png,Wiener Filter,0.0008196823636226451,0.028630095417630817,30.863544091414703,0.6340950578447665
48_IM-0751-0006_anon.png,Gaussian Blur,0.0021716557,0.046601027,26.632091422928266,0.3194850709774176
48_IM-0751-0006_anon.png,Bilateral Filter,0.0019154157,0.043765463,27.17737028932107,0.2932236098483029
48_IM-0751-0006_anon.png,Median Filter,0.001853031,0.043046847,27.321173224076574,0.32613062151086153
48_IM-0751-0006_anon.png,NLM Filter,0.0014660968,0.038289644,28.338373487603047,0.30273400525406186
48_IM-0751-0006_anon.png,Wiener Filter,0.0012825639354946102,0.03581290180220824,28.9192097620413,0.3260759323791709
317_IM-0169-0010_anon.png,Gaussian Blur,0.0023419762,0.04839397,26.30417567464435,0.3034714053045796
317_IM-0169-0010_anon.png,Bilateral Filter,0.0019553714,0.04421958,27.08770803991979,0.2807227266998424
317_IM-0169-0010_anon.png,Median Filter,0.0019477056,0.044132818,27.10476641873758,0.3124906851911353
317_IM-0169-0010_anon.png,NLM Filter,0.0014929709,0.03863898,28.259486606678536,0.29195963122022445
317_IM-0169-0010_anon.png,Wiener Filter,0.0013302049462950772,0.03647197480662484,28.760814415983468,0.3116936199574746
208_IM-0094-5376_anon.png,Gaussian Blur,0.001409152,0.037538674,28.51042192475266,0.34974725215493585
208_IM-0094-5376_anon.png,Bilateral Filter,0.0015995671,0.03999459,27.95997500255348,0.31534863281667613
208_IM-0094-5376_anon.png,Median Filter,0.0013225313,0.036366623,28.78594068355843,0.3533814534909841
208_IM-0094-5376_anon.png,NLM Filter,0.0012330454,0.035114747,29.090209922398024,0.35053781298130016
208_IM-0094-5376_anon.png,Wiener Filter,0.0011569387440850147,0.034013802258568725,29.366896348340074,0.35762470410662567
331_IM-0053-0007_anon.png,Gaussian Blur,0.0018129305,0.042578522,27.41618860945083,0.5319693163854348
331_IM-0053-0007_anon.png,Bilateral Filter,0.001606385,0.04007973,27.941503314167015,0.4718128143500573
331_IM-0053-0007_anon.png,Median Filter,0.0015803586,0.039753724,28.012443837489865,0.5326555561939404
331_IM-0053-0007_anon.png,NLM Filter,0.0011421478,0.033795677,29.422776573585754,0.4860526441149724
331_IM-0053-0007_anon.png,Wiener Filter,0.0009837327329918096,0.03136451391288903,30.07122877537264,0.522596109315772
181_IM-0126-0041_anon.png,Gaussian Blur,0.0018794527,0.043352656,27.259685842853546,0.4328157563200719
181_IM-0126-0041_anon.png,Bilateral Filter,0.0017371116,0.04167867,27.60172299239763,0.37731919562480015
181_IM-0126-0041_anon.png,Median Filter,0.0016757213,0.040935576,27.757981776340387,0.43873021004585017
181_IM-0126-0041_anon.png,NLM Filter,0.0012851593,0.035849117,28.910430547970655,0.4174197490001754
181_IM-0126-0041_anon.png,Wiener Filter,0.0011769570266767495,0.034306807293549624,29.292393939262066,0.42184811840421815
211_IM-0374-0007_anon.png,Gaussian Blur,0.0022330496,0.047255155,26.51101573312946,0.35544246205042446
211_IM-0374-0007_anon.png,Bilateral Filter,0.0020092237,0.044824366,26.96971775994859,0.32008101995026733
211_IM-0374-0007_anon.png,Median Filter,0.0018322852,0.042805202,27.37006892007278,0.36527065605734876
211_IM-0374-0007_anon.png,NLM Filter,0.0014300551,0.03781607,28.4464717532985,0.34081244963441987
211_IM-0374-0007_anon.png,Wiener Filter,0.0012908921463787187,0.0359289875501484,28.891100413813447,0.3625740348536613
204_IM-0164-0044_anon.png,Gaussian Blur,0.001824425,0.04271329,27.38873956331819,0.5210749226252238
204_IM-0164-0044_anon.png,Bilateral Filter,0.0017232005,0.04151145,27.636641894807884,0.45395747750683224
204_IM-0164-0044_anon.png,Median Filter,0.0015893852,0.039867096,27.987708414262123,0.5245623022981353
204_IM-0164-0044_anon.png,NLM Filter,0.0011716378,0.034229197,29.31206613055627,0.48747833979699345
204_IM-0164-0044_anon.png,Wiener Filter,0.0010392246731822082,0.03223700781992969,29.8329055083064,0.5097975215794835
217_IM-0839-0001_anon.png,Gaussian Blur,0.0020041151,0.044767346,26.980772905787525,0.4961268535655578
217_IM-0839-0001_anon.png,Bilateral Filter,0.0015635701,0.039542004,28.05882696076845,0.45417119309520726
217_IM-0839-0001_anon.png,Median Filter,0.0017931139,0.042345174,27.46392196946012,0.4950948280311684
217_IM-0839-0001_anon.png,NLM Filter,0.0011835926,0.03440338,29.267977990970646,0.4464110205830009
217_IM-0839-0001_anon.png,Wiener Filter,0.001019145998543099,0.031924066134236394,29.917635963471028,0.4903019518413679
367_IM-0378-0021_anon.png,Gaussian Blur,0.0018884095,0.043455835,27.23903838651858,0.3647095400494256
367_IM-0378-0021_anon.png,Bilateral Filter,0.0016599108,0.040742002,27.799152854272428,0.33312263844937745
367_IM-0378-0021_anon.png,Median Filter,0.0016541907,0.040671743,27.814144570849408,0.3692519596653266
367_IM-0378-0021_anon.png,NLM Filter,0.0013778523,0.037119433,28.607972903870863,0.34460302988109115
367_IM-0378-0021_anon.png,Wiener Filter,0.0012249970388488107,0.03499995769781459,29.11864961106123,0.36202066891778195
130_IM-0650-0033_anon.png,Gaussian Blur,0.0020722838,0.045522343,26.83550704661276,0.4609673271346515
130_IM-0650-0033_anon.png,Bilateral Filter,0.00197182,0.044405177,27.05132766284663,0.3871927676655238
130_IM-0650-0033_anon.png,Median Filter,0.0018093302,0.04253622,27.424821628593353,0.4697892761919527
130_IM-0650-0033_anon.png,NLM Filter,0.0012339074,0.035127018,29.08717440680305,0.45293709992811626
130_IM-0650-0033_anon.png,Wiener Filter,0.0011990752250069737,0.034627665601466316,29.21153570211723,0.4423789151536867
240_IM-0772-0072_anon.png,Gaussian Blur,0.0021991257,0.046894837,26.577499013626664,0.38231892601591
240_IM-0772-0072_anon.png,Bilateral Filter,0.0021142478,0.04598095,26.748441128689443,0.3395854428197818
240_IM-0772-0072_anon.png,Median Filter,0.0018032958,0.042465232,27.43932980572997,0.39339053823326353
240_IM-0772-0072_anon.png,NLM Filter,0.0014029674,0.037456207,28.52952446560302,0.37130223243149146
240_IM-0772-0072_anon.png,Wiener Filter,0.0012854160382927428,0.03585269917722713,28.909562856465744,0.38833834723901756
488_IM-0299-0003_anon.png,Gaussian Blur,0.0019975342,0.044693783,26.995057415023126,0.5175275405947252
488_IM-0299-0003_anon.png,Bilateral Filter,0.0016819477,0.041011557,27.74187416447619,0.45866312481476906
488_IM-0299-0003_anon.png,Median Filter,0.0017580364,0.041928943,27.549720821874732,0.5195755562070139
488_IM-0299-0003_anon.png,NLM Filter,0.0011626247,0.034097284,29.345604526051012,0.47769364175805923
488_IM-0299-0003_anon.png,Wiener Filter,0.0010328824513702,0.032138488629215284,29.8594910115813,0.5066094912092984
163_IM-0638-6400_anon.png,Gaussian Blur,0.0015553391,0.039437786,28.081749710239986,0.3895583511610836
163_IM-0638-6400_anon.png,Bilateral Filter,0.0016853007,0.041052416,27.733226143570437,0.3447997168586509
163_IM-0638-6400_anon.png,Median Filter,0.0014503303,0.038083203,28.38533049609667,0.3926226635430087
163_IM-0638-6400_anon.png,NLM Filter,0.0012495407,0.035348844,29.03249560286355,0.3805134377254782
163_IM-0638-6400_anon.png,Wiener Filter,0.0011347636730617003,0.03368625347321516,29.45094575626777,0.39287983059606263
411_IM-0727-0028_anon.png,Gaussian Blur,0.0018974771,0.04356004,27.21823533324668,0.45743645607087036
411_IM-0727-0028_anon.png,Bilateral Filter,0.0016340576,0.04042348,27.867326845736244,0.40329487534024494
411_IM-0727-0028_anon.png,Median Filter,0.0016797588,0.04098486,27.747531331788124,0.4602237884214519
411_IM-0727-0028_anon.png,NLM Filter,0.0012514868,0.03537636,29.02573675380119,0.4269260529586994
411_IM-0727-0028_anon.png,Wiener Filter,0.0010988453262562384,0.033148835971361625,29.5906343467469,0.4472325963021743
436_IM-0015-0032_anon.png,Gaussian Blur,0.0019729717,0.044418145,27.04879187422017,0.4760392875333533
436_IM-0015-0032_anon.png,Bilateral Filter,0.0017534988,0.0418748,27.56094518714853,0.41655441428368
436_IM-0015-0032_anon.png,Median Filter,0.0017351379,0.041654985,27.606660075631172,0.48009820562995287
436_IM-0015-0032_anon.png,NLM Filter,0.001216306,0.03487558,29.14957080801703,0.44813033493724613
436_IM-0015-0032_anon.png,Wiener Filter,0.0011052480640903486,0.03324527130420729,29.56540237114796,0.46533069455108383
472_IM-0155-0010_anon.png,Gaussian Blur,0.0019780938,0.044475768,27.037530955341765,0.5835708996139041
472_IM-0155-0010_anon.png,Bilateral Filter,0.0018633262,0.04316626,27.29711089778175,0.5100486740562448
472_IM-0155-0010_anon.png,Median Filter,0.001763796,0.04199757,27.53551638418373,0.5884022260464558
472_IM-0155-0010_anon.png,NLM Filter,0.001075876,0.032800548,29.682378784285525,0.5467332311195144
472_IM-0155-0010_anon.png,Wiener Filter,0.0009910932968283388,0.031481634278231786,30.03885461165011,0.5730296972813335
230_IM-0326-0004_anon.png,Gaussian Blur,0.0021917825,0.046816476,26.592025126312315,0.4416508105644538
230_IM-0326-0004_anon.png,Bilateral Filter,0.0018374824,0.042865865,27.357768466068283,0.3972169095787921
230_IM-0326-0004_anon.png,Median Filter,0.0018674092,0.04321353,27.28760429476778,0.4460679590115352
230_IM-0326-0004_anon.png,NLM Filter,0.0012651248,0.03556859,28.978666232559096,0.4137159156817463
230_IM-0326-0004_anon.png,Wiener Filter,0.001158657877784843,0.03403906399689691,29.360447812272866,0.43651473354803855
143_IM-0391-0056_anon.png,Gaussian Blur,0.0017842448,0.04224032,27.4854557620009,0.5437244071024393
143_IM-0391-0056_anon.png,Bilateral Filter,0.0016224692,0.040279884,27.89823587019854,0.47952495769619313
143_IM-0391-0056_anon.png,Median Filter,0.001540989,0.039255433,28.12200460608154,0.5458432069082619
143_IM-0391-0056_anon.png,NLM Filter,0.0011347285,0.033685733,29.451080075273552,0.5039096524291384
143_IM-0391-0056_anon.png,Wiener Filter,0.0009973887303987947,0.03158146181541942,30.011355432294135,0.5316674198842128
5_IM-0040-0020_anon.png,Gaussian Blur,0.0030701915,0.05540931,25.12834510608432,0.396154025411487
5_IM-0040-0020_anon.png,Bilateral Filter,0.0023923668,0.048911825,26.211722758984326,0.36323617309838613
5_IM-0040-0020_anon.png,Median Filter,0.0024504892,0.049502417,26.107471999548487,0.4039463517095123
5_IM-0040-0020_anon.png,NLM Filter,0.0018138576,0.042589407,27.413967963472775,0.36961234222303607
5_IM-0040-0020_anon.png,Wiener Filter,0.0014806819059747193,0.038479629753607546,28.295382306873037,0.399555078830058
425_IM-0908-0037_anon.png,Gaussian Blur,0.0020714519,0.045513205,26.837251704673555,0.35394302784781156
425_IM-0908-0037_anon.png,Bilateral Filter,0.0018063562,0.04250125,27.431966302183575,0.3323298562705695
425_IM-0908-0037_anon.png,Median Filter,0.0017264918,0.041551076,27.628355133762213,0.3588729809188583
425_IM-0908-0037_anon.png,NLM Filter,0.0014398684,0.0379456,28.416772283283397,0.32186335007571615
425_IM-0908-0037_anon.png,Wiener Filter,0.0012290140320821322,0.035057296417181576,29.104431585935696,0.36397903672869647
169_IM-0885-0035_anon.png,Gaussian Blur,0.0021226527,0.046072256,26.73121019539284,0.40082267446558517
169_IM-0885-0035_anon.png,Bilateral Filter,0.0020730025,0.045530237,26.834002021700943,0.34004972656097254
169_IM-0885-0035_anon.png,Median Filter,0.0016995579,0.041225694,27.69664026771183,0.4130491578101249
169_IM-0885-0035_anon.png,NLM Filter,0.0013740819,0.037068613,28.61987394322066,0.39416294518796385
169_IM-0885-0035_anon.png,Wiener Filter,0.0012657946209691851,0.03557800754636472,28.976367542045,0.39674382132267333
310_IM-0422-0047_anon.png,Gaussian Blur,0.0021124354,0.04596124,26.75216546753329,0.4634797387161014
310_IM-0422-0047_anon.png,Bilateral Filter,0.001816938,0.042625558,27.406599346105903,0.400287704240715
310_IM-0422-0047_anon.png,Median Filter,0.0019022452,0.043614738,27.20733562343058,0.47158341915573515
310_IM-0422-0047_anon.png,NLM Filter,0.001246561,0.03530667,29.04286456962245,0.44958952907896976
310_IM-0422-0047_anon.png,Wiener Filter,0.0011686146612388795,0.03418500638055929,29.323286694075744,0.45081223932267767
272_IM-0034-0008_anon.png,Gaussian Blur,0.0016729215,0.040901363,27.76524521557544,0.5536662491558411
272_IM-0034-0008_anon.png,Bilateral Filter,0.0018235294,0.0427028,27.390871795338157,0.4797106773216392
272_IM-0034-0008_anon.png,Median Filter,0.0015632082,0.039537426,28.059832066534245,0.558197281387676
272_IM-0034-0008_anon.png,NLM Filter,0.0010936724,0.033070717,29.611127480505566,0.5253327986253407
272_IM-0034-0008_anon.png,Wiener Filter,0.0010069963581198446,0.031733205922500875,29.969721001031004,0.5430577727025725
112_IM-0503-0038_anon.png,Gaussian Blur,0.0019448749,0.044100735,27.111083601197578,0.3257712599097991
112_IM-0503-0038_anon.png,Bilateral Filter,0.0019576433,0.04424526,27.082664936581416,0.29537986086529117
112_IM-0503-0038_anon.png,Median Filter,0.0016811319,0.041001607,27.743982605383557,0.3342222181074419
112_IM-0503-0038_anon.png,NLM Filter,0.0014718376,0.038364537,28.321400688430444,0.31333621542561324
112_IM-0503-0038_anon.png,Wiener Filter,0.0012918055722516305,0.03594169684713885,28.888028464433447,0.3343993179304058
104_IM-0112-0030_anon.png,Gaussian Blur,0.0017446704,0.04176925,27.58286599128706,0.4860740660144395
104_IM-0112-0030_anon.png,Bilateral Filter,0.0016911762,0.04112391,27.718111062293932,0.426260616741655
104_IM-0112-0030_anon.png,Median Filter,0.0015626298,0.039530113,28.06143849293249,0.4904090504403512
104_IM-0112-0030_anon.png,NLM Filter,0.0012114896,0.03480646,29.1668034456641,0.45698130662601916
104_IM-0112-0030_anon.png,Wiener Filter,0.001079384039556142,0.03285398057399045,29.66824007971697,0.47755253472439335
141_IM-0120-0035_anon.png,Gaussian Blur,0.0018396536,0.042891182,27.35263934187841,0.4588057063937213
141_IM-0120-0035_anon.png,Bilateral Filter,0.0016295612,0.040367823,27.879293314206457,0.40378152781596044
141_IM-0120-0035_anon.png,Median Filter,0.0016173408,0.040216178,27.91198409511985,0.4640077291597172
141_IM-0120-0035_anon.png,NLM Filter,0.0012528861,0.035396133,29.02088343079655,0.43381834273022146
141_IM-0120-0035_anon.png,Wiener Filter,0.0011235172705133373,0.03351890914861844,29.49420247293812,0.44855789273953595
34_IM-0359-0004-0002_anon.png,Gaussian Blur,0.0017042757,0.041282874,27.684601423410694,0.4688958542861483
34_IM-0359-0004-0002_anon.png,Bilateral Filter,0.0017281935,0.041571546,27.624077551845915,0.3867998512600449
34_IM-0359-0004-0002_anon.png,Median Filter,0.0014960963,0.038679402,28.250404476010278,0.47739836530639007
34_IM-0359-0004-0002_anon.png,NLM Filter,0.0012122034,0.034816712,29.164245449953874,0.4606518368262401
34_IM-0359-0004-0002_anon.png,Wiener Filter,0.001141568794822756,0.03378710989153639,29.424979113208003,0.44614354029870396
290_IM-0501-0014-0001_anon.png,Gaussian Blur,0.0020916099,0.045734122,26.795193308567566,0.41636119800999727
290_IM-0501-0014-0001_anon.png,Bilateral Filter,0.0020587428,0.045373373,26.86397978027292,0.3642335062648467
290_IM-0501-0014-0001_anon.png,Median Filter,0.0017435373,0.041755684,27.585687642119424,0.4269998221692148
290_IM-0501-0014-0001_anon.png,NLM Filter,0.0013584992,0.036857825,28.6694060166166,0.4035981707757242
290_IM-0501-0014-0001_anon.png,Wiener Filter,0.0012510694312901397,0.035370459868231,29.027185873573895,0.41727301968038494
84_IM-0105-0016_anon.png,Gaussian Blur,0.0019103367,0.043707397,27.188901739179006,0.5292204133989546
84_IM-0105-0016_anon.png,Bilateral Filter,0.0017596667,0.04194838,27.545695945402873,0.4575768673473468
84_IM-0105-0016_anon.png,Median Filter,0.0016197579,0.040246215,27.90549938635,0.534610763080754
84_IM-0105-0016_anon.png,NLM Filter,0.0011520189,0.033941403,29.385404472864607,0.4971165989613017
84_IM-0105-0016_anon.png,Wiener Filter,0.0010582010062272912,0.03253000163275881,29.75431829839728,0.5139400399594394
13_IM-0293-0055_anon.png,Gaussian Blur,0.0013751829,0.03708346,28.616395305715187,0.7415870808861559
13_IM-0293-0055_anon.png,Bilateral Filter,0.0014034141,0.037462167,28.528141505255718,0.6661502224347615
13_IM-0293-0055_anon.png,Median Filter,0.0011603716,0.034064226,29.35402931985939,0.7390099807309964
13_IM-0293-0055_anon.png,NLM Filter,0.0008917931,0.029862905,30.497358691741585,0.6717242332212534
13_IM-0293-0055_anon.png,Wiener Filter,0.0007036804866264479,0.026526976582838233,31.526244919851916,0.7286811328796744
128_IM-0894-1024_anon.png,Gaussian Blur,0.0016838941,0.04103528,27.73685148798542,0.27981559960929153
128_IM-0894-1024_anon.png,Bilateral Filter,0.0017002576,0.04123418,27.694853206569277,0.2540147785951853
128_IM-0894-1024_anon.png,Median Filter,0.001611913,0.040148634,27.92658440750465,0.2837038554047625
