index,original_image,mask_image,data_split
52,273_IM-0411-0058_anon.png,273_IM-0411-0058_anon.png,Train
53,239_IM-0615-0072_anon.png,239_IM-0615-0072_anon.png,Train
54,508_IM-0778-0026_anon.png,508_IM-0778-0026_anon.png,Train
55,420_IM-0078-0070_anon.png,420_IM-0078-0070_anon.png,Train
56,56_IM-0275-0001_anon.png,56_IM-0275-0001_anon.png,Train
57,54_IM-0039-0007_anon.png,54_IM-0039-0007_anon.png,Train
58,277_IM-0789-0052_anon.png,277_IM-0789-0052_anon.png,Train
59,58_IM-0017-6656_anon.png,58_IM-0017-6656_anon.png,Train
60,453_IM-0187-0044_anon.png,453_IM-0187-0044_anon.png,Train
61,150_IM-0469-0037_anon.png,150_IM-0469-0037_anon.png,Train
62,363_IM-0942-5376_anon.png,363_IM-0942-5376_anon.png,Train
63,73_IM-0851-0256-0001_anon.png,73_IM-0851-0256-0001_anon.png,Train
64,266_IM-0062-0037_anon.png,266_IM-0062-0037_anon.png,Train
65,335_IM-0039-1792_anon.png,335_IM-0039-1792_anon.png,Train
66,469_IM-0173-0004_anon.png,469_IM-0173-0004_anon.png,Train
67,627_IM-0211-0071_anon.png,627_IM-0211-0071_anon.png,Train
68,79_IM-0512-0001-0001_anon.png,79_IM-0512-0001-0001_anon.png,Train
69,279_IM-0238-0014_anon.png,279_IM-0238-0014_anon.png,Train
70,31_IM-0399-0069_anon.png,31_IM-0399-0069_anon.png,Train
71,263_IM-0680-0035_anon.png,263_IM-0680-0035_anon.png,Train
72,89_IM-0086-0018_anon.png,89_IM-0086-0018_anon.png,Train
73,340_IM-0944-0065_anon.png,340_IM-0944-0065_anon.png,Train
74,110_IM-0026-0001_anon.png,110_IM-0026-0001_anon.png,Train
75,362_IM-0017-0006_anon.png,362_IM-0017-0006_anon.png,Train
76,305_IM-0793-0009_anon.png,305_IM-0793-0009_anon.png,Train
77,138_IM-0235-0045_anon.png,138_IM-0235-0045_anon.png,Train
78,306_IM-0111-0016_anon.png,306_IM-0111-0016_anon.png,Train
79,71_IM-0938-5120_anon.png,71_IM-0938-5120_anon.png,Train
80,297_IM-0308-0006_anon.png,297_IM-0308-0006_anon.png,Train
81,344_IM-0436-0048_anon.png,344_IM-0436-0048_anon.png,Train
82,503_IM-0692-0036_anon.png,503_IM-0692-0036_anon.png,Train
83,302_IM-0073-0008_anon.png,302_IM-0073-0008_anon.png,Train
84,247_IM-0265-0048_anon.png,247_IM-0265-0048_anon.png,Train
85,198_IM-0410-0023_anon.png,198_IM-0410-0023_anon.png,Train
86,164_IM-0055-0002_anon.png,164_IM-0055-0002_anon.png,Train
87,577_IM-0478-0003_anon.png,577_IM-0478-0003_anon.png,Train
88,102_IM-0262-0010_anon.png,102_IM-0262-0010_anon.png,Train
89,449_IM-0051-2816_anon.png,449_IM-0051-2816_anon.png,Train
90,483_IM-0331-0012_anon.png,483_IM-0331-0012_anon.png,Train
91,179_IM-0787-0013_anon.png,179_IM-0787-0013_anon.png,Train
92,419_IM-0885-0031_anon.png,419_IM-0885-0031_anon.png,Train
93,87_IM-0016-0008_anon.png,87_IM-0016-0008_anon.png,Train
94,444_IM-0201-0018_anon.png,444_IM-0201-0018_anon.png,Train
95,484_IM-0421-0005_anon.png,484_IM-0421-0005_anon.png,Train
96,202_IM-0234-0013_anon.png,202_IM-0234-0013_anon.png,Train
97,182_IM-0095-0001_anon.png,182_IM-0095-0001_anon.png,Train
98,83_IM-0481-0001_anon.png,83_IM-0481-0001_anon.png,Train
99,479_IM-0920-1793_anon.png,479_IM-0920-1793_anon.png,Train
100,249_IM-0589-0014_anon.png,249_IM-0589-0014_anon.png,Train
101,270_IM-0058-0003_anon.png,270_IM-0058-0003_anon.png,Train
102,212_IM-0217-0057_anon.png,212_IM-0217-0057_anon.png,Train
103,233_IM-0898-11008_anon.png,233_IM-0898-11008_anon.png,Train
104,388_IM-0132-0012_anon.png,388_IM-0132-0012_anon.png,Train
105,385_IM-0591-0001_anon.png,385_IM-0591-0001_anon.png,Train
106,320_IM-0408-2048_anon.png,320_IM-0408-2048_anon.png,Train
107,82_IM-0440-0001_anon.png,82_IM-0440-0001_anon.png,Train
108,460_IM-0434-0008_anon.png,460_IM-0434-0008_anon.png,Train
109,409_IM-0916-0050_anon.png,409_IM-0916-0050_anon.png,Train
110,199_IM-0094-0019_anon.png,199_IM-0094-0019_anon.png,Train
111,244_IM-0718-0010_anon.png,244_IM-0718-0010_anon.png,Train
112,292_IM-0131-0004_anon.png,292_IM-0131-0004_anon.png,Train
113,108_IM-0831-0005_anon.png,108_IM-0831-0005_anon.png,Train
114,7_IM-0622-0020_anon.png,7_IM-0622-0020_anon.png,Train
115,312_IM-0091-0063_anon.png,312_IM-0091-0063_anon.png,Train
116,399_IM-0052-0007_anon.png,399_IM-0052-0007_anon.png,Train
117,398_IM-0064-0009_anon.png,398_IM-0064-0009_anon.png,Train
118,518_IM-0214-0049_anon.png,518_IM-0214-0049_anon.png,Train
119,408_IM-0885-0031_anon.png,408_IM-0885-0031_anon.png,Train
120,275_IM-0287-0016_anon.png,275_IM-0287-0016_anon.png,Train
121,65_IM-0554-0025_anon.png,65_IM-0554-0025_anon.png,Train
122,476_IM-0205-0033_anon.png,476_IM-0205-0033_anon.png,Train
123,591_IM-0066-0256_anon.png,591_IM-0066-0256_anon.png,Train
124,86_IM-0245-0003_anon.png,86_IM-0245-0003_anon.png,Train
125,451_IM-0031-0076_anon.png,451_IM-0031-0076_anon.png,Train
126,440_IM-0404-0047_anon.png,440_IM-0404-0047_anon.png,Train
127,145_IM-0003-0022_anon.png,145_IM-0003-0022_anon.png,Train
128,235_IM-0914-0039_anon.png,235_IM-0914-0039_anon.png,Train
129,15_IM-0042-0051_anon.png,15_IM-0042-0051_anon.png,Train
130,55_IM-0311-0003_anon.png,55_IM-0311-0003_anon.png,Train
131,405_IM-0146-0002_anon.png,405_IM-0146-0002_anon.png,Train
132,414_IM-0026-0001_anon.png,414_IM-0026-0001_anon.png,Train
133,62_IM-0488-0007-0002_anon.png,62_IM-0488-0007-0002_anon.png,Train
134,389_IM-0057-0013_anon.png,389_IM-0057-0013_anon.png,Train
135,121_IM-0084-0066_anon.png,121_IM-0084-0066_anon.png,Train
136,512_IM-0802-0256_anon.png,512_IM-0802-0256_anon.png,Train
137,416_IM-0467-0021_anon.png,416_IM-0467-0021_anon.png,Train
138,594_IM-0250-0049_anon.png,594_IM-0250-0049_anon.png,Train
139,167_IM-0005-0006_anon.png,167_IM-0005-0006_anon.png,Train
140,231_IM-0044-0003_anon.png,231_IM-0044-0003_anon.png,Train
141,536_IM-0043-0006_anon.png,536_IM-0043-0006_anon.png,Train
142,614_IM-0061-0036_anon.png,614_IM-0061-0036_anon.png,Train
143,162_IM-0396-0039_anon.png,162_IM-0396-0039_anon.png,Train
144,186_IM-0064-0040_anon.png,186_IM-0064-0040_anon.png,Train
145,153_IM-0540-0002_anon.png,153_IM-0540-0002_anon.png,Train
146,580_IM-0253-0039_anon.png,580_IM-0253-0039_anon.png,Train
147,92_IM-0519-0001_anon.png,92_IM-0519-0001_anon.png,Train
148,258_IM-0278-0057_anon.png,258_IM-0278-0057_anon.png,Train
149,25_IM-0436-0020_anon.png,25_IM-0436-0020_anon.png,Train
150,220_IM-0712-0068_anon.png,220_IM-0712-0068_anon.png,Train
151,400_IM-0160-1024_anon.png,400_IM-0160-1024_anon.png,Train
152,531_IM-0208-0018_anon.png,531_IM-0208-0018_anon.png,Train
153,64_IM-0009-0001_anon.png,64_IM-0009-0001_anon.png,Train
154,33_IM-0309-0045_anon.png,33_IM-0309-0045_anon.png,Train
155,267_IM-0405-0005_anon.png,267_IM-0405-0005_anon.png,Train
156,255_IM-0603-0002_anon.png,255_IM-0603-0002_anon.png,Train
157,101_IM-0027-0028_anon.png,101_IM-0027-0028_anon.png,Train
158,115_IM-0474-0001-0002_anon.png,115_IM-0474-0001-0002_anon.png,Train
159,338_IM-0143-8704_anon.png,338_IM-0143-8704_anon.png,Train
160,38_IM-0361-0018_anon.png,38_IM-0361-0018_anon.png,Train
161,165_IM-0019-0001_anon.png,165_IM-0019-0001_anon.png,Train
162,520_IM-0082-0016_anon.png,520_IM-0082-0016_anon.png,Train
163,42_IM-0544-0019_anon.png,42_IM-0544-0019_anon.png,Train
164,349_IM-0144-0020_anon.png,349_IM-0144-0020_anon.png,Train
165,421_IM-0386-0050_anon.png,421_IM-0386-0050_anon.png,Train
166,307_IM-0044-0017_anon.png,307_IM-0044-0017_anon.png,Train
167,6_IM-0148-0007_anon.png,6_IM-0148-0007_anon.png,Train
168,157_IM-0193-2816_anon.png,157_IM-0193-2816_anon.png,Train
169,309_IM-0930-0008_anon.png,309_IM-0930-0008_anon.png,Train
170,226_IM-0209-0022_anon.png,226_IM-0209-0022_anon.png,Train
171,236_IM-0427-1792_anon.png,236_IM-0427-1792_anon.png,Train
172,46_IM-0102-0045_anon.png,46_IM-0102-0045_anon.png,Train
173,264_IM-0144-0017_anon.png,264_IM-0144-0017_anon.png,Train
174,575_IM-0780-0024_anon.png,575_IM-0780-0024_anon.png,Train
175,287_IM-0507-0035_anon.png,287_IM-0507-0035_anon.png,Train
176,251_IM-0003-0004_anon.png,251_IM-0003-0004_anon.png,Train
177,396_IM-0431-0037_anon.png,396_IM-0431-0037_anon.png,Train
178,456_IM-0090-0054_anon.png,456_IM-0090-0054_anon.png,Train
179,524_IM-0105-0055_anon.png,524_IM-0105-0055_anon.png,Train
180,61_IM-0241-0026_anon.png,61_IM-0241-0026_anon.png,Train
181,237_IM-0795-0012_anon.png,237_IM-0795-0012_anon.png,Train
182,603_IM-0820-0004_anon.png,603_IM-0820-0004_anon.png,Train
183,195_IM-0236-0004_anon.png,195_IM-0236-0004_anon.png,Train
184,348_IM-0466-0008_anon.png,348_IM-0466-0008_anon.png,Train
185,70_IM-0068-0048_anon.png,70_IM-0068-0048_anon.png,Train
186,45_IM-0050-0062_anon.png,45_IM-0050-0062_anon.png,Train
187,435_IM-0146-0256_anon.png,435_IM-0146-0256_anon.png,Train
188,113_IM-0536-0008_anon.png,113_IM-0536-0008_anon.png,Train
189,69_IM-0024-0064_anon.png,69_IM-0024-0064_anon.png,Train
190,117_IM-0149-0027_anon.png,117_IM-0149-0027_anon.png,Train
191,221_IM-0148-0018_anon.png,221_IM-0148-0018_anon.png,Train
192,295_IM-0227-0054_anon.png,295_IM-0227-0054_anon.png,Train
193,504_IM-0338-0035_anon.png,504_IM-0338-0035_anon.png,Train
194,406_IM-0068-0078_anon.png,406_IM-0068-0078_anon.png,Train
195,462_IM-0737-0037_anon.png,462_IM-0737-0037_anon.png,Train
196,415_IM-0116-0010_anon.png,415_IM-0116-0010_anon.png,Train
197,242_IM-0007-0001_anon.png,242_IM-0007-0001_anon.png,Train
198,339_IM-0758-0049_anon.png,339_IM-0758-0049_anon.png,Train
199,599_IM-0055-0009_anon.png,599_IM-0055-0009_anon.png,Train
200,600_IM-0129-0002_anon.png,600_IM-0129-0002_anon.png,Train
201,405_IM-0115-17408_anon.png,405_IM-0115-17408_anon.png,Train
202,95_IM-0269-0003_anon.png,95_IM-0269-0003_anon.png,Train
203,407_IM-0768-0016_anon.png,407_IM-0768-0016_anon.png,Train
204,285_IM-0083-0002_anon.png,285_IM-0083-0002_anon.png,Train
205,596_IM-0464-0012_anon.png,596_IM-0464-0012_anon.png,Train
206,110_IM-0026-0005_anon.png,110_IM-0026-0005_anon.png,Train
207,35_IM-0879-0001-0001_anon.png,35_IM-0879-0001-0001_anon.png,Train
208,164_IM-0055-0009_anon.png,164_IM-0055-0009_anon.png,Train
209,372_IM-0089-0035_anon.png,372_IM-0089-0035_anon.png,Train
210,132_IM-0115-9216_anon.png,132_IM-0115-9216_anon.png,Train
211,329_IM-0214-0013_anon.png,329_IM-0214-0013_anon.png,Train
212,66_IM-0426-0017_anon.png,66_IM-0426-0017_anon.png,Train
213,387_IM-0265-0001_anon.png,387_IM-0265-0001_anon.png,Train
214,351_IM-0001-0032_anon.png,351_IM-0001-0032_anon.png,Train
215,325_IM-0336-0046_anon.png,325_IM-0336-0046_anon.png,Train
216,284_IM-0021-0001_anon.png,284_IM-0021-0001_anon.png,Train
217,274_IM-0426-0031_anon.png,274_IM-0426-0031_anon.png,Train
218,404_IM-0084-0022_anon.png,404_IM-0084-0022_anon.png,Train
219,502_IM-0804-0512_anon.png,502_IM-0804-0512_anon.png,Train
220,598_IM-0059-0015_anon.png,598_IM-0059-0015_anon.png,Train
221,448_IM-0076-0006_anon.png,448_IM-0076-0006_anon.png,Train
222,296_IM-0033-0054_anon.png,296_IM-0033-0054_anon.png,Train
223,395_IM-0560-0012_anon.png,395_IM-0560-0012_anon.png,Train
224,191_IM-0466-0041_anon.png,191_IM-0466-0041_anon.png,Train
225,422_IM-0084-0022_anon.png,422_IM-0084-0022_anon.png,Train
226,357_IM-0655-0038_anon.png,357_IM-0655-0038_anon.png,Train
227,623_IM-0007-0005_anon.png,623_IM-0007-0005_anon.png,Train
228,111_IM-0490-0016_anon.png,111_IM-0490-0016_anon.png,Train
229,403_IM-0149-0027_anon.png,403_IM-0149-0027_anon.png,Train
230,315_IM-0025-0019-0003_anon.png,315_IM-0025-0019-0003_anon.png,Train
231,439_IM-0264-0005_anon.png,439_IM-0264-0005_anon.png,Train
232,567_IM-0688-0060_anon.png,567_IM-0688-0060_anon.png,Train
233,477_IM-0244-0029_anon.png,477_IM-0244-0029_anon.png,Train
234,93_IM-0086-0049_anon.png,93_IM-0086-0049_anon.png,Train
235,135_IM-0132-0054_anon.png,135_IM-0132-0054_anon.png,Train
236,151_IM-0023-0006_anon.png,151_IM-0023-0006_anon.png,Train
237,311_IM-0011-0049_anon.png,311_IM-0011-0049_anon.png,Train
238,289_IM-0207-8192_anon.png,289_IM-0207-8192_anon.png,Train
239,332_IM-0385-0046_anon.png,332_IM-0385-0046_anon.png,Train
240,59_IM-0936-0014_anon.png,59_IM-0936-0014_anon.png,Train
241,392_IM-0664-0043_anon.png,392_IM-0664-0043_anon.png,Train
242,308_IM-0165-0041_anon.png,308_IM-0165-0041_anon.png,Train
243,547_IM-0100-0036_anon.png,547_IM-0100-0036_anon.png,Train
244,538_IM-0064-0037_anon.png,538_IM-0064-0037_anon.png,Train
245,10_IM-0415-0078_anon.png,10_IM-0415-0078_anon.png,Train
246,99_IM-0455-0001_anon.png,99_IM-0455-0001_anon.png,Train
247,232_IM-0552-0085_anon.png,232_IM-0552-0085_anon.png,Train
248,490_IM-0290-0001_anon.png,490_IM-0290-0001_anon.png,Train
249,494_IM-0176-0012_anon.png,494_IM-0176-0012_anon.png,Train
250,361_IM-0015-0046_anon.png,361_IM-0015-0046_anon.png,Train
251,203_IM-0091-0037_anon.png,203_IM-0091-0037_anon.png,Train
252,116_IM-0407-0048_anon.png,116_IM-0407-0048_anon.png,Train
253,441_IM-0050-0005_anon.png,441_IM-0050-0005_anon.png,Train
254,88_IM-0263-0006_anon.png,88_IM-0263-0006_anon.png,Train
255,400_IM-0262-0009_anon.png,400_IM-0262-0009_anon.png,Train
256,549_IM-0297-0046_anon.png,549_IM-0297-0046_anon.png,Train
257,497_IM-0134-1024_anon.png,497_IM-0134-1024_anon.png,Train
258,185_IM-0270-0000_anon.png,185_IM-0270-0000_anon.png,Train
259,557_IM-0452-0018_anon.png,557_IM-0452-0018_anon.png,Train
260,49_IM-0301-0017_anon.png,49_IM-0301-0017_anon.png,Train
261,324_IM-0231-0025_anon.png,324_IM-0231-0025_anon.png,Train
262,373_IM-0355-0004_anon.png,373_IM-0355-0004_anon.png,Train
263,601_IM-0731-0034_anon.png,601_IM-0731-0034_anon.png,Train
264,219_IM-0061-0002_anon.png,219_IM-0061-0002_anon.png,Train
265,147_IM-0010-0029_anon.png,147_IM-0010-0029_anon.png,Train
266,397_IM-0041-11008_anon.png,397_IM-0041-11008_anon.png,Train
267,300_IM-0386-0048_anon.png,300_IM-0386-0048_anon.png,Train
268,127_IM-0676-0025_anon.png,127_IM-0676-0025_anon.png,Train
269,142_IM-0068-0078_anon.png,142_IM-0068-0078_anon.png,Train
270,85_IM-0305-0001_anon.png,85_IM-0305-0001_anon.png,Train
271,466_IM-0906-5376_anon.png,466_IM-0906-5376_anon.png,Train
272,304_IM-0199-0071_anon.png,304_IM-0199-0071_anon.png,Train
273,608_IM-0882-0008_anon.png,608_IM-0882-0008_anon.png,Train
274,607_IM-0577-0054_anon.png,607_IM-0577-0054_anon.png,Train
275,314_IM-0122-0002_anon.png,314_IM-0122-0002_anon.png,Train
276,67_IM-0345-0008_anon.png,67_IM-0345-0008_anon.png,Train
277,140_IM-0392-0022_anon.png,140_IM-0392-0022_anon.png,Train
278,18_IM-0098-7936_anon.png,18_IM-0098-7936_anon.png,Train
279,303_IM-0900-0012_anon.png,303_IM-0900-0012_anon.png,Train
280,612_IM-0782-0048_anon.png,612_IM-0782-0048_anon.png,Train
281,216_IM-0599-0020_anon.png,216_IM-0599-0020_anon.png,Train
282,336_IM-0865-0044_anon.png,336_IM-0865-0044_anon.png,Train
283,158_IM-0046-0019_anon.png,158_IM-0046-0019_anon.png,Train
284,403_IM-0828-0003_anon.png,403_IM-0828-0003_anon.png,Train
285,200_IM-0186-0002_anon.png,200_IM-0186-0002_anon.png,Train
286,53_IM-0054-0020_anon.png,53_IM-0054-0020_anon.png,Train
287,585_IM-0716-0050_anon.png,585_IM-0716-0050_anon.png,Train
288,213_IM-0261-0002_anon.png,213_IM-0261-0002_anon.png,Train
289,358_IM-0080-10496_anon.png,358_IM-0080-10496_anon.png,Train
290,391_IM-0009-0005_anon.png,391_IM-0009-0005_anon.png,Train
291,265_IM-0869-0000_anon.png,265_IM-0869-0000_anon.png,Train
292,610_IM-0787-0013_anon.png,610_IM-0787-0013_anon.png,Train
293,12_IM-0464-17664_anon.png,12_IM-0464-17664_anon.png,Train
294,491_IM-0321-0002_anon.png,491_IM-0321-0002_anon.png,Train
295,8_IM-0088-0002_anon.png,8_IM-0088-0002_anon.png,Train
296,564_IM-0096-0002_anon.png,564_IM-0096-0002_anon.png,Train
297,102_IM-0262-0009_anon.png,102_IM-0262-0009_anon.png,Train
298,486_IM-0743-0057_anon.png,486_IM-0743-0057_anon.png,Train
299,534_IM-0025-0001_anon.png,534_IM-0025-0001_anon.png,Train
300,605_IM-0243-0034_anon.png,605_IM-0243-0034_anon.png,Train
301,107_IM-0250-0022_anon.png,107_IM-0250-0022_anon.png,Train
302,269_IM-0213-0002_anon.png,269_IM-0213-0002_anon.png,Train
303,470_IM-0140-0054_anon.png,470_IM-0140-0054_anon.png,Train
304,205_IM-0138-0040_anon.png,205_IM-0138-0040_anon.png,Train
305,499_IM-0265-0002_anon.png,499_IM-0265-0002_anon.png,Train
306,152_IM-0047-0021_anon.png,152_IM-0047-0021_anon.png,Train
307,327_IM-0304-0007_anon.png,327_IM-0304-0007_anon.png,Train
308,359_IM-0092-0006_anon.png,359_IM-0092-0006_anon.png,Train
309,318_IM-0366-0005_anon.png,318_IM-0366-0005_anon.png,Train
310,428_IM-0633-0039_anon.png,428_IM-0633-0039_anon.png,Train
311,489_IM-0243-0512_anon.png,489_IM-0243-0512_anon.png,Train
312,252_IM-0438-0001_anon.png,252_IM-0438-0001_anon.png,Train
313,194_IM-0470-0010_anon.png,194_IM-0470-0010_anon.png,Train
314,573_IM-0121-4864_anon.png,573_IM-0121-4864_anon.png,Train
315,511_IM-0041-0020_anon.png,511_IM-0041-0020_anon.png,Train
316,492_IM-0010-0023_anon.png,492_IM-0010-0023_anon.png,Train
317,401_IM-0112-0078_anon.png,401_IM-0112-0078_anon.png,Train
318,464_IM-0170-0001_anon.png,464_IM-0170-0001_anon.png,Train
319,500_IM-0115-17408_anon.png,500_IM-0115-17408_anon.png,Train
320,175_IM-0922-1024_anon.png,175_IM-0922-1024_anon.png,Train
321,98_IM-0071-0042_anon.png,98_IM-0071-0042_anon.png,Train
322,337_IM-0136-1792_anon.png,337_IM-0136-1792_anon.png,Train
323,156_IM-0209-0052_anon.png,156_IM-0209-0052_anon.png,Train
324,155_IM-0132-0002_anon.png,155_IM-0132-0002_anon.png,Train
325,366_IM-0164-2560_anon.png,366_IM-0164-2560_anon.png,Train
326,618_IM-0353-0008_anon.png,618_IM-0353-0008_anon.png,Train
327,341_IM-0058-0067_anon.png,341_IM-0058-0067_anon.png,Train
328,136_IM-0343-0009_anon.png,136_IM-0343-0009_anon.png,Train
329,595_IM-0142-0050_anon.png,595_IM-0142-0050_anon.png,Train
330,519_IM-0022-0001_anon.png,519_IM-0022-0001_anon.png,Train
331,215_IM-0450-0009_anon.png,215_IM-0450-0009_anon.png,Train
332,125_IM-0277-0039_anon.png,125_IM-0277-0039_anon.png,Train
333,214_IM-0387-0003-0001_anon.png,214_IM-0387-0003-0001_anon.png,Train
334,250_IM-0084-0004_anon.png,250_IM-0084-0004_anon.png,Train
335,597_IM-0126-0047_anon.png,597_IM-0126-0047_anon.png,Train
336,44_IM-0001-0012_anon.png,44_IM-0001-0012_anon.png,Train
337,106_IM-0451-0008_anon.png,106_IM-0451-0008_anon.png,Train
338,96_IM-0154-0011_anon.png,96_IM-0154-0011_anon.png,Train
339,260_IM-0093-0052_anon.png,260_IM-0093-0052_anon.png,Train
340,3_IM-0359-0014_anon.png,3_IM-0359-0014_anon.png,Train
341,100_IM-0246-0030_anon.png,100_IM-0246-0030_anon.png,Train
342,365_IM-0072-0039_anon.png,365_IM-0072-0039_anon.png,Train
343,36_IM-0910-0001_anon.png,36_IM-0910-0001_anon.png,Train
344,172_IM-0311-0015_anon.png,172_IM-0311-0015_anon.png,Train
345,288_IM-0030-4096_anon.png,288_IM-0030-4096_anon.png,Train
346,481_IM-0032-0008_anon.png,481_IM-0032-0008_anon.png,Train
347,193_IM-0126-0011_anon.png,193_IM-0126-0011_anon.png,Train
348,563_IM-0435-0006_anon.png,563_IM-0435-0006_anon.png,Train
349,43_IM-0800-0003_anon.png,43_IM-0800-0003_anon.png,Train
350,546_IM-0117-6400_anon.png,546_IM-0117-6400_anon.png,Train
351,246_IM-0328-0010_anon.png,246_IM-0328-0010_anon.png,Train
352,406_IM-0401-1280_anon.png,406_IM-0401-1280_anon.png,Train
353,146_IM-0058-10752_anon.png,146_IM-0058-10752_anon.png,Train
354,354_IM-0512-0038_anon.png,354_IM-0512-0038_anon.png,Train
355,183_IM-0486-0004_anon.png,183_IM-0486-0004_anon.png,Train
356,350_IM-0039-0001_anon.png,350_IM-0039-0001_anon.png,Train
357,493_IM-0137-0005_anon.png,493_IM-0137-0005_anon.png,Train
358,100_IM-0246-0082_anon.png,100_IM-0246-0082_anon.png,Train
359,81_IM-0925-0015_anon.png,81_IM-0925-0015_anon.png,Train
360,170_IM-0722-0043_anon.png,170_IM-0722-0043_anon.png,Train
361,316_IM-0281-0040_anon.png,316_IM-0281-0040_anon.png,Train
362,611_IM-0029-0025_anon.png,611_IM-0029-0025_anon.png,Train
363,149_IM-0187-0007_anon.png,149_IM-0187-0007_anon.png,Train
364,76_IM-0505-0010_anon.png,76_IM-0505-0010_anon.png,Train
365,410_IM-0344-0041_anon.png,410_IM-0344-0041_anon.png,Train
366,572_IM-0007-0003_anon.png,572_IM-0007-0003_anon.png,Train
367,621_IM-0223-0069_anon.png,621_IM-0223-0069_anon.png,Train
368,569_IM-0666-0015_anon.png,569_IM-0666-0015_anon.png,Train
369,14_IM-0699-0002_anon.png,14_IM-0699-0002_anon.png,Train
370,457_IM-0068-0078_anon.png,457_IM-0068-0078_anon.png,Train
371,474_IM-0403-0034_anon.png,474_IM-0403-0034_anon.png,Train
372,103_IM-0714-0081_anon.png,103_IM-0714-0081_anon.png,Train
373,379_IM-0167-0015_anon.png,379_IM-0167-0015_anon.png,Validation
374,21_IM-0046-0035_anon.png,21_IM-0046-0035_anon.png,Validation
